,location,total_sqft,bath,balcony,price,bhk
6145,Sarjapur  Road,1691.0,3.0,2.0,113.0,3.0
6146,Sarjapur  Road,2070.0,4.0,2.0,160.0,3.0
6148,Sarjapur  Road,1435.0,3.0,2.0,90.0,3.0
6151,Sarjapur  Road,1693.0,3.0,2.0,125.0,3.0
6152,Sarjapur  Road,1826.0,3.0,2.0,125.0,3.0
6153,Sarjapur  Road,1660.0,3.0,2.0,116.0,3.0
6155,Sarjapur  Road,1830.0,3.0,1.0,119.0,3.0
6159,Sarjapur  Road,2900.0,4.0,2.0,240.0,4.0
6160,Sarjapur  Road,1059.0,2.0,2.0,68.0,2.0
6162,Sarjapur  Road,1157.0,2.0,1.0,74.0,3.0
6163,Sarjapur  Road,1700.0,3.0,1.0,118.0,3.0
6164,Sarjapur  Road,1691.0,3.0,3.0,120.0,3.0
6165,Sarjapur  Road,1929.0,3.0,1.0,103.0,3.0
6166,Sarjapur  Road,1308.0,2.0,1.0,75.0,2.0
6167,Sarjapur  Road,1580.0,3.0,3.0,125.0,3.0
6169,Sarjapur  Road,1763.25,3.0,3.0,98.0,3.0
6170,Sarjapur  Road,1826.0,3.0,2.0,130.0,3.0
6171,Sarjapur  Road,1550.0,2.0,2.0,98.0,3.0
6174,Sarjapur  Road,1819.0,3.0,2.0,100.0,3.0
6175,Sarjapur  Road,984.0,2.0,1.0,59.0,2.0
6176,Sarjapur  Road,1489.0,3.0,2.0,88.0,3.0
6177,Sarjapur  Road,702.0,1.0,1.0,52.0,1.0
6178,Sarjapur  Road,1242.0,2.0,1.0,75.0,2.0
6179,Sarjapur  Road,2275.0,4.0,2.0,185.0,3.0
6180,Sarjapur  Road,2100.0,3.0,1.0,135.0,3.0
6181,Sarjapur  Road,1700.0,3.0,2.0,93.5,3.0
6182,Sarjapur  Road,1862.0,4.0,1.0,110.0,3.0
6183,Sarjapur  Road,2275.0,4.0,2.0,175.0,3.0
6184,Sarjapur  Road,1787.0,3.0,2.0,116.0,3.0
6185,Sarjapur  Road,1691.0,3.0,2.0,93.01,3.0
6186,Sarjapur  Road,1028.0,2.0,1.0,56.0,2.0
6188,Sarjapur  Road,1181.0,2.0,1.0,65.0,3.0
6189,Sarjapur  Road,1691.0,3.0,2.0,100.0,3.0
6190,Sarjapur  Road,1026.0,2.0,1.0,60.55,2.0
6191,Sarjapur  Road,1350.0,2.0,1.0,85.0,2.0
6192,Sarjapur  Road,1157.0,2.0,1.0,72.0,3.0
6193,Sarjapur  Road,1019.0,2.0,1.0,62.0,2.0
6194,Sarjapur  Road,3418.0,3.0,2.0,235.0,4.0
6195,Sarjapur  Road,691.0,1.0,1.0,31.1,1.0
6199,Sarjapur  Road,1881.0,3.0,2.0,145.0,3.0
6200,Sarjapur  Road,2275.0,4.0,2.0,182.0,3.0
6203,Sarjapur  Road,1881.0,3.0,2.0,145.0,3.0
6205,Sarjapur  Road,2880.0,3.0,2.0,211.0,4.0
6206,Sarjapur  Road,3418.0,2.0,2.0,222.0,4.0
6208,Sarjapur  Road,675.0,1.0,1.0,27.0,1.0
6209,Sarjapur  Road,1346.0,2.0,1.0,74.03,2.0
6210,Sarjapur  Road,1691.0,3.0,2.0,119.0,3.0
6211,Sarjapur  Road,1335.0,2.0,1.0,95.0,2.0
6213,Sarjapur  Road,1680.0,3.0,2.0,126.0,3.0
6214,Sarjapur  Road,1222.0,2.0,1.0,68.0,3.0
6215,Sarjapur  Road,3420.0,4.0,2.0,225.0,4.0
6216,Sarjapur  Road,1510.0,2.0,1.0,110.0,3.0
6217,Sarjapur  Road,1242.0,2.0,1.0,78.0,2.0
6219,Sarjapur  Road,1129.0,2.0,1.0,69.0,2.0
6220,Sarjapur  Road,1850.0,3.0,2.0,140.0,3.0
6222,Sarjapur  Road,1879.0,3.0,2.0,155.0,3.0
6223,Sarjapur  Road,1157.0,2.0,1.0,75.0,3.0
6224,Sarjapur  Road,2425.0,5.0,1.0,175.0,4.0
6225,Sarjapur  Road,1323.0,2.0,2.0,74.0,2.0
6226,Sarjapur  Road,2289.0,3.0,2.0,178.0,3.0
6228,Sarjapur  Road,1314.0,2.0,2.0,70.44,3.0
6229,Sarjapur  Road,2100.0,3.0,2.0,130.0,3.0
6230,Sarjapur  Road,702.0,1.0,0.0,35.8,1.0
6231,Sarjapur  Road,1320.0,2.0,2.0,110.0,2.0
6233,Sarjapur  Road,1800.0,3.0,2.0,128.0,3.0
6234,Sarjapur  Road,2275.0,4.0,2.0,187.0,3.0
6236,Sarjapur  Road,1026.0,2.0,2.0,60.8,2.0
6238,Sarjapur  Road,1216.0,2.0,2.0,70.0,2.0
6239,Sarjapur  Road,1112.0,2.0,1.0,62.0,2.0
6241,Sarjapur  Road,1157.0,2.0,1.0,69.0,3.0
6243,Sarjapur  Road,1026.0,2.0,1.0,60.8,2.0
6245,Sarjapur  Road,1600.0,3.0,1.0,120.0,3.0
6247,Sarjapur  Road,1346.0,2.0,1.0,74.03,2.0
6248,Sarjapur  Road,475.0,1.0,1.0,26.0,1.0
6251,Sarjapur  Road,1660.0,2.0,2.0,116.0,3.0
6255,Sarjapur  Road,2089.0,3.0,2.0,148.0,3.0
6256,Sarjapur  Road,1612.0,3.0,1.0,98.38,3.0
6257,Sarjapur  Road,1290.0,2.0,2.0,88.0,2.0
6258,Sarjapur  Road,1371.0,2.0,1.0,86.0,2.0
6259,Sarjapur  Road,2140.0,3.0,2.0,139.0,3.0
6261,Sarjapur  Road,1600.0,3.0,1.0,85.0,3.0
6262,Sarjapur  Road,2180.0,4.0,3.0,180.0,3.0
6263,Sarjapur  Road,1691.0,3.0,2.0,119.0,3.0
6264,Sarjapur  Road,2206.0,4.0,1.0,180.0,3.0
6266,Sarjapur  Road,1691.0,3.0,2.0,100.0,3.0
6267,Sarjapur  Road,1367.0,2.0,0.0,80.0,2.0
6270,Sarjapur  Road,1984.0,4.0,1.0,148.0,3.0
6272,Sarjapur  Road,1346.0,2.0,1.0,74.03,2.0
6275,Sarjapur  Road,1340.0,2.0,2.0,75.0,2.0
6276,Sarjapur  Road,3500.0,3.0,2.0,275.0,3.0
6278,Sarjapur  Road,1132.0,2.0,1.0,70.0,2.0
6280,Sarjapur  Road,2425.0,5.0,1.0,195.0,4.0
6293,Sarjapura - Attibele Road,740.0,1.0,1.0,23.65,1.0
6295,Sector 2 HSR Layout,1296.0,2.0,1.0,75.0,2.0
6296,Sector 2 HSR Layout,794.0,1.0,1.0,60.0,1.0
6297,Sector 2 HSR Layout,1143.0,2.0,2.0,65.0,2.0
6298,Sector 2 HSR Layout,1665.0,3.0,2.0,110.0,3.0
6299,Sector 2 HSR Layout,1512.0,3.0,2.0,80.0,3.0
6300,Sector 2 HSR Layout,1332.0,2.0,2.0,101.0,2.0
6301,Sector 2 HSR Layout,1600.0,3.0,2.0,90.0,3.0
6302,Sector 2 HSR Layout,1231.0,2.0,3.0,66.0,2.0
6303,Sector 7 HSR Layout,3000.0,5.0,1.0,275.0,4.0
6304,Sector 7 HSR Layout,1163.0,2.0,2.0,98.86,2.0
6305,Sector 7 HSR Layout,1760.0,3.0,2.0,145.0,3.0
6306,Sector 7 HSR Layout,3900.0,3.0,2.0,300.0,3.0
6307,Sector 7 HSR Layout,1163.0,2.0,1.0,98.86,2.0
6308,Sector 7 HSR Layout,1342.0,2.0,2.0,115.0,2.0
6309,Sector 7 HSR Layout,1760.0,3.0,2.0,160.0,3.0
6310,Sector 7 HSR Layout,1760.0,3.0,2.0,142.0,3.0
6311,Sector 7 HSR Layout,2400.0,2.0,3.0,195.0,3.0
6312,Sector 7 HSR Layout,1760.0,3.0,2.0,185.0,3.0
6313,Sector 7 HSR Layout,1162.0,2.0,2.0,98.77,2.0
6316,Seegehalli,800.0,1.0,0.0,50.0,2.0
6320,Seegehalli,1155.0,2.0,0.0,72.0,2.0
6322,Seegehalli,4000.0,3.0,1.0,235.0,3.0
6329,Seegehalli,1639.0,3.0,3.0,120.0,3.0
6330,Seegehalli,3000.0,4.0,2.0,235.0,3.0
6334,Seegehalli,3000.0,4.0,2.0,240.0,3.0
6341,Shivaji Nagar,850.0,2.0,2.0,55.0,2.0
6342,Shivaji Nagar,1554.0,3.0,3.0,130.0,2.0
6343,Shivaji Nagar,3820.0,1.0,1.0,306.0,1.0
6344,Shivaji Nagar,703.0,2.0,1.0,49.5,2.0
6345,Shivaji Nagar,1460.0,2.0,1.0,90.0,3.0
6346,Shivaji Nagar,600.0,1.0,1.0,65.0,2.0
6348,Singasandra,1030.0,2.0,2.0,55.0,2.0
6357,Singasandra,1120.0,2.0,1.0,60.0,2.0
6366,Somasundara Palya,1255.0,2.0,2.0,67.0,2.0
6369,Somasundara Palya,1178.0,2.0,3.0,73.0,2.0
6373,Somasundara Palya,2372.0,3.0,2.0,140.0,3.0
6374,Somasundara Palya,1185.0,2.0,3.0,70.0,2.0
6379,Somasundara Palya,1650.0,3.0,2.0,95.0,3.0
6380,Somasundara Palya,1186.0,2.0,3.0,72.0,2.0
6400,Sonnenahalli,605.0,1.0,1.0,30.24,1.0
6402,Subramanyapura,929.0,2.0,0.0,50.17,2.0
6404,Subramanyapura,975.0,2.0,1.0,58.0,2.0
6406,Subramanyapura,985.0,2.0,1.0,58.0,2.0
6407,Subramanyapura,1245.0,2.0,1.0,68.0,3.0
6408,Subramanyapura,1313.0,2.0,2.0,73.0,2.0
6410,Subramanyapura,1255.0,2.0,2.0,79.0,3.0
6411,Subramanyapura,1330.0,3.0,2.0,72.0,3.0
6413,Subramanyapura,950.0,2.0,1.0,55.0,2.0
6414,Subramanyapura,929.0,2.0,1.0,56.0,2.0
6416,Subramanyapura,1260.0,2.0,2.0,76.0,3.0
6418,Subramanyapura,960.0,2.0,1.0,55.0,2.0
6419,Subramanyapura,1260.0,2.0,1.0,73.0,3.0
6421,Subramanyapura,1278.0,3.0,2.0,70.0,3.0
6423,Subramanyapura,1260.0,2.0,1.0,75.0,3.0
6426,Subramanyapura,929.0,1.0,2.0,51.0,2.0
6427,Subramanyapura,1880.0,3.0,2.0,110.0,3.0
6429,Sultan Palaya,1700.0,3.0,3.0,120.0,3.0
6432,Sultan Palaya,870.0,2.0,1.0,65.0,2.0
6434,Sultan Palaya,1713.0,3.0,3.0,125.0,3.0
6435,Sultan Palaya,1009.0,2.0,1.0,65.0,2.0
6436,Sultan Palaya,5000.0,5.0,2.0,325.0,4.0
6438,TC Palaya,1475.0,3.0,1.0,98.0,3.0
6440,TC Palaya,1200.0,2.0,0.0,66.0,3.0
6442,TC Palaya,1200.0,3.0,0.0,66.0,3.0
6443,TC Palaya,1350.0,2.0,1.0,75.0,3.0
6445,TC Palaya,1500.0,2.0,1.0,100.0,3.0
6446,TC Palaya,1200.0,2.0,0.0,65.0,2.0
6447,TC Palaya,1200.0,2.0,0.0,70.0,2.0
6448,TC Palaya,900.0,2.0,0.0,55.0,2.0
6449,TC Palaya,1200.0,2.0,0.0,66.0,3.0
6450,TC Palaya,1200.0,2.0,0.0,66.5,3.0
6452,TC Palaya,1000.0,2.0,0.0,64.0,2.0
6454,TC Palaya,900.0,2.0,0.0,55.0,2.0
6455,TC Palaya,1200.0,2.0,0.0,66.0,2.0
6456,TC Palaya,1200.0,2.0,0.0,66.0,3.0
6457,TC Palaya,1200.0,2.0,0.0,66.5,3.0
6458,TC Palaya,900.0,2.0,0.0,55.0,2.0
6459,TC Palaya,1200.0,2.0,0.0,66.0,3.0
6460,TC Palaya,900.0,2.0,0.0,55.0,2.0
6461,TC Palaya,1500.0,3.0,0.0,83.0,3.0
6463,TC Palaya,1200.0,2.0,0.0,65.0,2.0
6465,TC Palaya,1200.0,2.0,0.0,66.0,3.0
6466,TC Palaya,1000.0,2.0,0.0,70.0,2.0
6467,TC Palaya,1100.0,2.0,0.0,65.0,2.0
6468,TC Palaya,1200.0,3.0,0.0,66.0,3.0
6469,TC Palaya,1200.0,2.0,0.0,66.0,3.0
6470,TC Palaya,1200.0,2.0,0.0,66.0,3.0
6472,TC Palaya,1200.0,2.0,0.0,66.0,3.0
6473,TC Palaya,1200.0,2.0,1.0,70.0,2.0
6474,TC Palaya,1350.0,1.0,0.0,55.0,1.0
6475,TC Palaya,900.0,2.0,0.0,55.0,2.0
6476,TC Palaya,900.0,2.0,0.0,55.0,2.0
6477,TC Palaya,1082.0,2.0,2.0,64.0,2.0
6479,TC Palaya,1200.0,2.0,0.0,66.0,3.0
6480,TC Palaya,1200.0,2.0,0.0,66.0,3.0
6482,TC Palaya,1200.0,2.0,0.0,66.0,3.0
6483,TC Palaya,1200.0,2.0,0.0,66.0,3.0
6484,TC Palaya,1200.0,2.0,0.0,66.0,3.0
6485,Talaghattapura,1868.0,3.0,2.0,131.0,3.0
6486,Talaghattapura,2106.0,3.0,2.0,126.0,3.0
6487,Talaghattapura,1868.0,3.0,1.0,121.0,3.0
6488,Talaghattapura,2106.0,3.0,2.0,126.0,3.0
6489,Talaghattapura,1868.0,3.0,1.0,135.0,3.0
6490,Talaghattapura,1856.0,3.0,2.0,135.0,3.0
6491,Talaghattapura,1868.0,3.0,1.0,120.0,3.0
6492,Talaghattapura,1804.0,3.0,1.0,115.0,3.0
6493,Talaghattapura,1856.0,3.0,2.0,135.0,3.0
6494,Talaghattapura,2254.0,3.0,2.0,153.0,3.0
6495,Talaghattapura,2106.0,3.0,3.0,148.0,3.0
6496,Talaghattapura,1856.0,3.0,2.0,135.0,3.0
6497,Talaghattapura,2273.0,3.0,3.0,159.0,3.0
6498,Talaghattapura,2099.0,3.0,3.0,147.0,3.0
6502,Talaghattapura,2273.0,3.0,2.0,145.0,3.0
6504,Talaghattapura,1804.0,3.0,2.0,127.0,3.0
6507,Talaghattapura,2265.0,3.0,3.0,159.0,3.0
6508,Talaghattapura,2099.0,3.0,2.0,134.0,3.0
6509,Thanisandra,510.0,1.0,0.0,25.25,1.0
6510,Thanisandra,1296.0,2.0,3.0,80.0,2.0
6512,Thanisandra,2144.0,3.0,2.0,145.0,3.0
6514,Thanisandra,445.0,1.0,0.0,28.0,1.0
6515,Thanisandra,1296.0,2.0,2.0,83.0,2.0
6516,Thanisandra,1825.0,3.0,2.0,100.0,3.0
6517,Thanisandra,2144.0,3.0,2.0,135.0,3.0
6519,Thanisandra,1093.0,2.0,2.0,70.0,2.0
6520,Thanisandra,1265.0,2.0,1.0,79.0,3.0
6521,Thanisandra,1651.0,3.0,3.0,97.38,3.0
6522,Thanisandra,1265.0,2.0,2.0,85.0,2.0
6523,Thanisandra,510.0,1.0,1.0,25.25,1.0
6524,Thanisandra,1564.0,3.0,1.0,101.0,3.0
6526,Thanisandra,1847.0,3.0,2.0,123.0,3.0
6528,Thanisandra,1697.0,3.0,2.0,114.0,3.0
6531,Thanisandra,1573.0,3.0,2.0,95.0,3.0
6532,Thanisandra,1917.0,3.0,3.0,122.0,3.0
6533,Thanisandra,693.0,1.0,1.0,34.3,1.0
6534,Thanisandra,1098.0,2.0,1.0,68.0,2.0
6535,Thanisandra,760.0,1.0,2.0,50.3,1.0
6537,Thanisandra,2002.0,3.0,2.0,112.0,3.0
6542,Thanisandra,1697.0,3.0,2.0,115.0,3.0
6543,Thanisandra,1380.0,1.0,1.0,62.1,1.0
6544,Thanisandra,923.0,1.0,1.0,60.84,1.0
6545,Thanisandra,1743.0,3.0,2.0,93.25,3.0
6546,Thanisandra,923.0,1.0,1.0,45.69,1.0
6548,Thanisandra,1296.0,2.0,2.0,72.0,2.0
6550,Thanisandra,1874.0,4.0,1.0,130.0,3.0
6551,Thanisandra,1698.0,3.0,2.0,102.0,3.0
6552,Thanisandra,1411.0,3.0,1.0,93.04,3.0
6553,Thanisandra,1996.0,3.0,2.0,135.0,3.0
6554,Thanisandra,1801.0,3.0,1.0,115.0,3.0
6555,Thanisandra,1265.0,2.0,2.0,82.0,2.0
6557,Thanisandra,1917.0,4.0,2.0,113.0,3.0
6558,Thanisandra,662.0,1.0,1.0,42.0,1.0
6560,Thanisandra,1948.0,3.0,2.0,130.0,3.0
6561,Thanisandra,1922.0,3.0,3.0,106.0,3.0
6562,Thanisandra,965.0,2.0,1.0,67.0,2.0
6563,Thanisandra,1098.0,2.0,1.0,74.0,2.0
6565,Thanisandra,1564.0,3.0,1.0,104.0,3.0
6567,Thanisandra,1200.0,2.0,1.0,65.0,3.0
6571,Thanisandra,2127.0,3.0,2.0,135.0,3.0
6572,Thanisandra,1276.0,2.0,2.0,75.0,2.0
6573,Thanisandra,693.0,1.0,1.0,34.3,1.0
6575,Thanisandra,1265.0,2.0,1.0,78.0,2.0
6577,Thanisandra,934.0,2.0,2.0,55.0,2.0
6578,Thanisandra,1056.0,2.0,2.0,68.0,2.0
6579,Thanisandra,1595.0,3.0,1.0,110.0,3.0
6580,Thanisandra,1411.0,3.0,1.0,93.15,3.0
6581,Thanisandra,1093.0,2.0,1.0,68.1,2.0
6583,Thanisandra,1093.0,2.0,2.0,72.0,2.0
6585,Thanisandra,1698.0,3.0,2.0,107.0,3.0
6586,Thanisandra,1564.0,3.0,1.0,105.0,3.0
6587,Thanisandra,1265.0,2.0,1.0,83.0,2.0
6588,Thanisandra,965.0,2.0,1.0,56.0,2.0
6589,Thanisandra,1546.0,3.0,1.0,95.0,3.0
6590,Thanisandra,1697.0,3.0,2.0,110.0,3.0
6591,Thanisandra,1492.0,3.0,1.0,88.0,3.0
6592,Thanisandra,2072.0,3.0,2.0,122.0,3.0
6593,Thanisandra,1880.0,3.0,3.0,120.0,3.0
6594,Thanisandra,760.0,1.0,2.0,50.0,1.0
6596,Thanisandra,1800.0,4.0,1.0,125.0,3.0
6597,Thanisandra,933.0,2.0,1.0,58.0,1.0
6598,Thanisandra,1917.0,3.0,2.0,110.0,3.0
6599,Thanisandra,1996.0,4.0,1.0,123.0,3.0
6600,Thanisandra,1183.0,2.0,1.0,77.25,2.0
6601,Thanisandra,1491.0,3.0,1.0,88.0,3.0
6603,Thanisandra,662.0,1.0,1.0,29.0,1.0
6605,Thanisandra,1564.0,3.0,2.0,100.0,3.0
6606,Thanisandra,663.0,1.0,0.0,46.1,1.0
6607,Thanisandra,662.0,1.0,0.0,45.0,1.0
6608,Thanisandra,1573.0,3.0,2.0,98.0,3.0
6609,Thanisandra,1262.0,2.0,1.0,83.0,3.0
6610,Thanisandra,1056.0,2.0,2.0,65.0,2.0
6611,Thanisandra,1702.0,3.0,2.0,115.0,3.0
6612,Thanisandra,1343.0,2.0,2.0,75.0,2.0
6613,Thanisandra,1935.0,4.0,2.0,122.0,3.0
6614,Thanisandra,933.0,2.0,1.0,55.0,2.0
6615,Thanisandra,1183.0,2.0,1.0,77.3,2.0
6616,Thanisandra,662.0,1.0,0.0,38.0,1.0
6617,Thanisandra,1265.0,2.0,1.0,72.0,2.0
6618,Thanisandra,1595.0,3.0,1.0,105.0,3.0
6620,Thanisandra,580.0,1.0,1.0,27.5,1.0
6621,Thanisandra,2087.0,4.0,2.0,139.0,3.0
6623,Thanisandra,1098.0,2.0,1.0,71.0,2.0
6624,Thanisandra,1411.0,3.0,1.0,93.25,3.0
6627,Thanisandra,1732.0,3.0,1.0,112.0,3.0
6628,Thanisandra,933.0,1.0,1.0,61.0,1.0
6629,Thanisandra,1702.0,3.0,2.0,107.0,3.0
6630,Thanisandra,2030.0,4.0,1.0,125.0,3.0
6632,Thanisandra,663.0,1.0,1.0,46.0,1.0
6633,Thanisandra,1948.0,4.0,2.0,129.0,4.0
6634,Thanisandra,1573.0,3.0,1.0,90.0,3.0
6635,Thanisandra,1056.0,2.0,2.0,70.0,2.0
6636,Thanisandra,1595.0,3.0,2.0,96.0,3.0
6639,Thanisandra,1245.0,2.0,1.0,83.05,2.0
6640,Thanisandra,1261.0,2.0,1.0,80.0,3.0
6641,Thanisandra,1884.0,4.0,2.0,117.0,3.0
6642,Thanisandra,965.0,2.0,1.0,54.0,2.0
6643,Thanisandra,1930.0,4.0,2.0,122.0,3.0
6644,Thanisandra,1241.0,2.0,1.0,68.0,3.0
6645,Thanisandra,1930.0,4.0,2.0,120.0,3.0
6646,Thanisandra,760.0,1.0,2.0,50.4,1.0
6647,Thanisandra,663.0,1.0,0.0,32.82,1.0
6648,Thanisandra,1801.0,3.0,2.0,115.0,3.0
6649,Thanisandra,1806.0,6.0,2.0,116.0,3.0
6652,Thanisandra,1305.0,2.0,2.0,90.0,2.0
6653,Thanisandra,1965.0,4.0,2.0,125.0,3.0
6654,Thanisandra,1573.0,3.0,2.0,100.0,3.0
6656,Thanisandra,1917.0,4.0,2.0,130.0,4.0
6657,Thanisandra,1226.0,2.0,1.0,65.59,2.0
6658,Thigalarapalya,3122.0,6.0,2.0,230.0,4.0
6659,Thigalarapalya,2072.0,4.0,2.0,142.0,3.0
6660,Thigalarapalya,1297.0,2.0,2.0,103.0,2.0
6661,Thigalarapalya,1418.0,2.0,2.0,95.0,2.0
6662,Thigalarapalya,3122.0,6.0,2.0,235.0,4.0
6663,Thigalarapalya,3122.0,6.0,2.0,245.0,4.0
6664,Thigalarapalya,2072.0,4.0,2.0,150.0,3.0
6665,Thigalarapalya,1418.0,2.0,2.0,103.0,2.0
6666,Thigalarapalya,1418.0,2.0,2.0,101.0,2.0
6667,Thigalarapalya,1418.0,2.0,2.0,104.0,2.0
6668,Thigalarapalya,2072.0,4.0,2.0,139.0,3.0
6669,Thigalarapalya,3122.0,5.0,2.0,225.0,4.0
6670,Thigalarapalya,2912.0,6.0,2.0,210.0,4.0
6671,Thigalarapalya,1418.0,2.0,2.0,103.0,2.0
6672,Thigalarapalya,2072.0,4.0,2.0,159.0,3.0
6673,Thigalarapalya,2072.0,4.0,2.0,147.0,3.0
6674,Thigalarapalya,1418.0,2.0,2.0,106.0,2.0
6675,Thigalarapalya,2215.0,4.0,2.0,156.0,3.0
6676,Thigalarapalya,1418.0,2.0,2.0,104.0,2.0
6677,Thigalarapalya,3122.0,6.0,2.0,237.0,4.0
6678,Thigalarapalya,1418.0,2.0,2.0,105.0,2.0
6679,Thigalarapalya,1418.0,2.0,2.0,104.0,2.0
6680,Thigalarapalya,2072.0,4.0,2.0,139.0,3.0
6681,Thigalarapalya,2215.0,4.0,2.0,160.0,3.0
6682,Thigalarapalya,1418.0,2.0,2.0,106.0,2.0
6683,Thigalarapalya,2072.0,4.0,2.0,155.0,3.0
6684,Thigalarapalya,1830.0,4.0,2.0,135.0,3.0
6685,Thigalarapalya,1418.0,2.0,2.0,105.0,2.0
6686,Thigalarapalya,2072.0,4.0,2.0,160.0,3.0
6687,Thigalarapalya,2215.0,4.0,2.0,150.0,3.0
6688,Thigalarapalya,2215.0,4.0,2.0,154.0,3.0
6689,Thigalarapalya,2072.0,4.0,2.0,152.0,3.0
6690,Thigalarapalya,2072.0,4.0,2.0,160.0,3.0
6691,Thigalarapalya,2072.0,4.0,2.0,155.0,3.0
6692,Thigalarapalya,3122.0,6.0,2.0,235.0,4.0
6693,Thigalarapalya,2072.0,4.0,2.0,153.0,3.0
6694,Thigalarapalya,2215.0,4.0,2.0,150.0,3.0
6695,Thigalarapalya,2072.0,4.0,2.0,157.0,3.0
6696,Thigalarapalya,1418.0,2.0,2.0,105.0,2.0
6697,Thigalarapalya,3362.0,5.0,2.0,249.0,4.0
6698,Thigalarapalya,3122.0,6.0,2.0,245.0,4.0
6699,Thigalarapalya,1830.0,3.0,2.0,133.0,3.0
6700,Thigalarapalya,2215.0,4.0,2.0,154.0,3.0
6701,Thigalarapalya,4190.0,4.0,2.0,325.0,4.0
6702,Thigalarapalya,2215.0,4.0,2.0,157.0,3.0
6703,Thigalarapalya,2072.0,4.0,2.0,151.0,3.0
6704,Thigalarapalya,4303.0,5.0,2.0,300.0,4.0
6705,Thigalarapalya,1400.0,2.0,2.0,105.0,2.0
6706,Thigalarapalya,2215.0,4.0,2.0,162.0,3.0
6707,Thigalarapalya,1297.0,2.0,2.0,98.0,2.0
6708,Thigalarapalya,2215.0,4.0,2.0,152.0,3.0
6710,Thubarahalli,1200.0,2.0,2.0,78.0,2.0
6711,Thubarahalli,1128.0,2.0,2.0,75.0,2.0
6712,Thubarahalli,1185.0,2.0,2.0,65.0,2.0
6713,Thubarahalli,975.0,2.0,1.0,55.0,2.0
6714,Thubarahalli,1330.0,2.0,1.0,75.0,2.0
6715,Thubarahalli,1085.0,2.0,1.0,70.0,2.0
6716,Thubarahalli,1216.0,2.0,1.0,80.0,2.0
6717,Thubarahalli,1200.0,2.0,2.0,79.0,2.0
6718,Thubarahalli,1200.0,2.0,2.0,80.0,2.0
6719,Thubarahalli,1200.0,2.0,2.0,79.55,2.0
6720,Thubarahalli,1540.0,3.0,3.0,90.0,3.0
6721,Thubarahalli,2625.0,3.0,3.0,175.0,3.0
6723,Thubarahalli,1540.0,3.0,2.0,90.0,3.0
6724,Thubarahalli,1584.0,3.0,2.0,101.0,3.0
6725,Thyagaraja Nagar,800.0,1.0,1.0,100.0,1.0
6727,Thyagaraja Nagar,1270.0,2.0,2.0,95.25,3.0
6728,Thyagaraja Nagar,1040.0,2.0,1.0,68.0,2.0
6729,Tindlu,1500.0,2.0,1.0,87.0,3.0
6732,Tindlu,1500.0,3.0,1.0,87.0,3.0
6737,Tumkur Road,1500.0,3.0,3.0,95.0,3.0
6738,Tumkur Road,1779.0,3.0,2.0,112.0,3.0
6739,Tumkur Road,1586.0,3.0,1.0,100.0,3.0
6740,Tumkur Road,1098.0,2.0,1.0,72.0,2.0
6741,Tumkur Road,1354.0,3.0,1.0,90.0,3.0
6742,Tumkur Road,1240.0,2.0,1.0,84.0,3.0
6743,Tumkur Road,1239.0,2.0,1.0,82.0,2.0
6744,Tumkur Road,1246.0,2.0,1.0,82.0,2.0
6745,Tumkur Road,1500.0,3.0,3.0,100.0,3.0
6746,Tumkur Road,1789.0,3.0,2.0,98.0,3.0
6747,Tumkur Road,1416.0,3.0,1.0,94.0,3.0
6748,Tumkur Road,1027.0,2.0,1.0,60.0,2.0
6749,Tumkur Road,1027.0,2.0,1.0,68.62,2.0
6750,Tumkur Road,1459.0,2.0,1.0,95.0,3.0
6751,Tumkur Road,992.0,2.0,1.0,60.0,2.0
6753,Tumkur Road,1240.0,2.0,1.0,79.0,3.0
6754,Tumkur Road,1441.0,2.0,1.0,95.0,3.0
6755,Tumkur Road,1240.0,2.0,1.0,83.0,3.0
6756,Tumkur Road,1027.0,2.0,1.0,67.0,2.0
6757,Tumkur Road,1060.0,2.0,2.0,58.3,3.0
6758,Tumkur Road,992.0,2.0,1.0,70.0,2.0
6759,Tumkur Road,1354.0,3.0,1.0,85.86,3.0
6760,Ulsoor,2135.0,3.0,2.0,215.0,3.0
6761,Ulsoor,1275.0,2.0,2.0,120.0,2.0
6762,Ulsoor,1020.0,3.0,2.0,110.0,3.0
6764,Ulsoor,1180.0,2.0,2.0,100.0,2.0
6765,Ulsoor,1340.0,3.0,0.0,90.0,3.0
6766,Ulsoor,1500.0,2.0,2.0,125.0,3.0
6767,Ulsoor,2000.0,3.0,3.0,185.0,3.0
6768,Ulsoor,1255.0,2.0,3.0,120.0,2.0
6769,Ulsoor,1685.0,4.0,2.0,185.0,3.0
6770,Ulsoor,2500.0,4.0,0.0,170.0,4.0
6771,Ulsoor,2135.0,3.0,2.0,170.0,3.0
6772,Ulsoor,1160.0,2.0,1.0,130.0,2.0
6798,Uttarahalli,1788.0,3.0,2.0,98.34,3.0
6814,Uttarahalli,1689.28,3.0,2.0,91.2,3.0
6816,Uttarahalli,1137.0,2.0,1.0,63.0,2.0
6821,Uttarahalli,1627.86,3.0,2.0,88.0,3.0
6824,Uttarahalli,661.0,1.0,1.0,36.0,1.0
6844,Uttarahalli,1737.0,2.0,3.0,95.0,3.0
6922,Uttarahalli,1123.0,2.0,2.0,60.0,2.0
6940,Varthur,1385.0,2.0,3.0,80.0,2.0
